,Age,Gender,Degree of Edu,Income,Health Condition,Outdoor Activity Engaged,Outdoor Activity Eliminated(Days),Air Index (Activity Reduced),Air Index(Activity Eliminated)
2163,45,Male,No Response,"Upto to $99,999",Excellent,Daily,4,No Response,No Response
2164,28,Female,Bachelor’s degree,"Upto to $74,999",Good,Daily,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2165,42,Female,Master’s degree,"$100,000 or more",Excellent,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
2166,30,Female,Bachelor’s degree,"$25,000 or less",Excellent,A few times per week,5,Red – Unhealthy,Maroon – Hazardous
2167,47,Female,Bachelor’s degree,"Upto to $74,999",Excellent,A few times per week,3,Red – Unhealthy,Red – Unhealthy
2168,22,Male,Associates degree,"Upto to $49,999",Excellent,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2169,21,Male,College,"$25,000 or less",Excellent,A few times per week,4,Red – Unhealthy,Red – Unhealthy
2170,33,Male,College,"Upto to $99,999",Excellent,Daily,2,Not familiar,No Response
2171,32,Male,Bachelor’s degree,"Upto to $99,999",Fair,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2172,67,Female,College,"$25,000 or less",Good,A few times per week,3,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2173,68,Male,College,"Upto to $49,999",Good,Common,6,Orange – Unhealthy for Sensitive Groups,Yellow – Moderate
2175,36,Male,College,"$25,000 or less",Good,Daily,4,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2176,59,Male,Bachelor’s degree,"Upto to $74,999",Good,No Response,1,Orange – Unhealthy for Sensitive Groups,Purple – Very Unhealthy
2177,65,Female,High school graduate,No Response,Good,Daily,1,Maroon – Hazardous,Maroon – Hazardous
2178,50,Female,Associates degree,No Response,0000,A few times per week,6,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2179,57,Male,Bachelor’s degree,"$100,000 or more",Excellent,Once per week,1,Red – Unhealthy,Purple – Very Unhealthy
2180,71,Male,Associates degree,"$100,000 or more",Excellent,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
2181,35,Female,College,"$100,000 or more",Excellent,Once per week,1,No Response,No Response
2182,52,Male,Associates degree,"Upto to $49,999",Good,Daily,1,Purple – Very Unhealthy,Purple – Very Unhealthy
2183,62,Male,College,"Upto to $49,999",Poor,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2184,43,Male,Associates degree,"$100,000 or more",Good,Daily,3,Purple – Very Unhealthy,Maroon – Hazardous
2185,28,Female,High school graduate,"$25,000 or less",Good,A few times per week,1,Maroon – Hazardous,Maroon – Hazardous
2186,46,Female,Ph.D,"Upto to $74,999",Poor,Daily,1,Red – Unhealthy,Red – Unhealthy
2187,70,Male,Master’s degree,"$25,000 or less",Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
2188,72,Male,College,"$25,000 or less",Good,Daily,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2189,45,Male,Bachelor’s degree,No Response,Good,A few times per week,3,Red – Unhealthy,Red – Unhealthy
2190,62,Female,College,"Upto to $74,999",Good,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2191,62,Male,College,"Upto to $49,999",Excellent,A few times per week,1,No Response,No Response
2192,59,Male,Bachelor’s degree,"Upto to $49,999",Good,No Response,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2193,63,Male,College,"Upto to $74,999",Good,A few times per week,1,Red – Unhealthy,Maroon – Hazardous
2194,71,Female,Master’s degree,"Upto to $49,999",Excellent,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
2195,51,Male,Bachelor’s degree,"$25,000 or less",Good,Daily,1,Red – Unhealthy,Red – Unhealthy
2196,42,Male,High school graduate,"Upto to $49,999",Good,Once per week,1,No Response,Maroon – Hazardous
2197,74,Female,Bachelor’s degree,"Upto to $74,999",Good,Daily,1,Not familiar,Not familiar
2198,72,Male,College,"Upto to $49,999",Excellent,A few times per week,3,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2199,39,Male,Bachelor’s degree,"Upto to $74,999",Good,A few times per week,2,Red – Unhealthy,Red – Unhealthy
2200,61,Male,College,"$25,000 or less",Excellent,A few times per week,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2201,39,Male,High school graduate,"Upto to $49,999",Good,Daily,1,Not familiar,Not familiar
2202,43,Female,High school graduate,"$100,000 or more",Excellent,Daily,1,Not familiar,Not familiar
2203,38,Male,College,"Upto to $49,999",Fair,Once per week,1,Red – Unhealthy,Purple – Very Unhealthy
2204,25,Female,College,"Upto to $49,999",Good,Once per week,1,Not familiar,Not familiar
2205,45,Male,Bachelor’s degree,"Upto to $74,999",Good,Once per week,1,Red – Unhealthy,Red – Unhealthy
2206,33,Female,Bachelor’s degree,"$100,000 or more",Good,Once per week,6,Red – Unhealthy,Red – Unhealthy
2207,55,Male,Associates degree,"Upto to $99,999",Good,A few times per week,1,Yellow – Moderate,Maroon – Hazardous
2208,45,Male,College,"Upto to $74,999",Good,Common,1,Maroon – Hazardous,Red – Unhealthy
2209,36,Male,Ph.D,"$100,000 or more",Excellent,A few times per week,3,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2210,39,Male,College,"$100,000 or more",Good,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
2211,25,Female,Associates degree,"Upto to $99,999",Good,A few times per week,1,Red – Unhealthy,Red – Unhealthy
2213,42,Male,Bachelor’s degree,"$100,000 or more",Excellent,Daily,6,Red – Unhealthy,Purple – Very Unhealthy
2214,28,Male,Ph.D,"Upto to $74,999",Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
2215,20,Female,High school graduate,No Response,Good,A few times per week,1,Not familiar,Not familiar
2216,51,Female,Master’s degree,"$100,000 or more",Excellent,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2217,31,Male,Bachelor’s degree,"Upto to $99,999",Fair,A few times per week,3,Orange – Unhealthy for Sensitive Groups,No Response
2218,24,Female,Bachelor’s degree,"Upto to $74,999",Good,A few times per week,1,Not familiar,Not familiar
2219,29,Female,Associates degree,"Upto to $49,999",Excellent,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
2220,69,Female,Associates degree,"$100,000 or more",Good,Once per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2221,36,Female,High school graduate,"Upto to $49,999",Poor,Daily,4,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2222,60,Female,Bachelor’s degree,"$100,000 or more",Good,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2223,62,Male,Bachelor’s degree,"$100,000 or more",Good,A few times per week,6,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2224,54,Female,High school graduate,"Upto to $99,999",Excellent,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2225,32,Male,Bachelor’s degree,"$100,000 or more",Excellent,A few times per week,2,Purple – Very Unhealthy,Red – Unhealthy
2226,33,Male,Bachelor’s degree,"$100,000 or more",Excellent,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
2227,35,Male,College,"Upto to $99,999",Good,A few times per week,1,Red – Unhealthy,Red – Unhealthy
2228,39,Female,Bachelor’s degree,"$100,000 or more",Excellent,Daily,1,Purple – Very Unhealthy,Purple – Very Unhealthy
2229,37,Male,Master’s degree,"$100,000 or more",Good,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2230,33,Male,Associates degree,"Upto to $99,999",Good,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2231,61,Female,High school graduate,"Upto to $49,999",Good,No Response,1,Not familiar,Not familiar
2232,55,Male,Bachelor’s degree,"$100,000 or more",Excellent,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2233,67,Male,Bachelor’s degree,"Upto to $74,999",Good,Daily,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2234,38,Female,Bachelor’s degree,"$100,000 or more",Excellent,Daily,1,Maroon – Hazardous,Maroon – Hazardous
2235,57,Male,Associates degree,"$100,000 or more",Good,A few times per week,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2236,31,Female,Bachelor’s degree,"Upto to $99,999",Good,Daily,1,Red – Unhealthy,Red – Unhealthy
2237,28,Female,College,"Upto to $49,999",Good,A few times per week,2,Yellow – Moderate,Red – Unhealthy
2238,34,Male,Bachelor’s degree,"Upto to $99,999",Excellent,Daily,6,Orange – Unhealthy for Sensitive Groups,Maroon – Hazardous
2239,28,Female,Master’s degree,"Upto to $74,999",Good,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
2240,34,Female,Master’s degree,"$100,000 or more",Good,A few times per week,5,Red – Unhealthy,Purple – Very Unhealthy
2241,40,Male,Master’s degree,"$100,000 or more",Excellent,Daily,5,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2242,36,Male,Bachelor’s degree,"$100,000 or more",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2243,37,Male,College,"Upto to $99,999",Fair,A few times per week,2,Purple – Very Unhealthy,Maroon – Hazardous
2244,53,Female,High school graduate,"$100,000 or more",Good,Daily,1,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2245,39,Male,College,"$100,000 or more",Excellent,Daily,1,Maroon – Hazardous,Maroon – Hazardous
2246,41,Female,Bachelor’s degree,"Upto to $99,999",Good,A few times per week,1,Maroon – Hazardous,Maroon – Hazardous
2247,42,Female,College,"Upto to $74,999",Good,A few times per week,1,No Response,No Response
2248,27,Female,Bachelor’s degree,"Upto to $74,999",Excellent,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
2249,24,Male,Bachelor’s degree,"Upto to $49,999",Good,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2250,29,Female,Master’s degree,"Upto to $74,999",Excellent,Once per week,1,Purple – Very Unhealthy,Purple – Very Unhealthy
2251,24,Male,Bachelor’s degree,"Upto to $49,999",Good,Once per week,5,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2252,59,Male,Master’s degree,"Upto to $49,999",Excellent,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2253,20,Female,High school graduate,"$25,000 or less",Good,No Response,2,Red – Unhealthy,Maroon – Hazardous
2254,20,Female,College,"$25,000 or less",Excellent,Daily,1,Red – Unhealthy,Purple – Very Unhealthy
2255,46,Male,College,"$100,000 or more",Good,Daily,1,Maroon – Hazardous,Maroon – Hazardous
2256,27,Male,Bachelor’s degree,"$100,000 or more",Excellent,Daily,2,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2257,56,Female,High school graduate,"$100,000 or more",Good,No Response,3,Purple – Very Unhealthy,Red – Unhealthy
2258,56,Female,Bachelor’s degree,"$100,000 or more",Excellent,Daily,1,Not familiar,Not familiar
2259,28,Male,Bachelor’s degree,"$100,000 or more",Excellent,Daily,1,Maroon – Hazardous,Maroon – Hazardous
2260,29,Female,Bachelor’s degree,"$100,000 or more",Good,Once per week,6,Red – Unhealthy,Red – Unhealthy
2261,27,Female,Bachelor’s degree,"$100,000 or more",Good,A few times per week,6,Purple – Very Unhealthy,Purple – Very Unhealthy
2262,27,Female,Bachelor’s degree,"$100,000 or more",Good,Daily,1,No Response,No Response
2263,28,Male,Bachelor’s degree,"$100,000 or more",0000,No Response,1,Purple – Very Unhealthy,Maroon – Hazardous
2264,31,Male,Bachelor’s degree,"Upto to $99,999",Excellent,A few times per week,6,Orange – Unhealthy for Sensitive Groups,No Response
2265,63,Male,College,"$100,000 or more",Fair,No Response,1,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2266,32,Female,Bachelor’s degree,"$100,000 or more",Good,No Response,1,Purple – Very Unhealthy,Purple – Very Unhealthy
2267,57,Male,Bachelor’s degree,"Upto to $74,999",Excellent,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2268,32,Female,Bachelor’s degree,"Upto to $74,999",Good,A few times per week,2,Red – Unhealthy,Red – Unhealthy
2269,58,Male,High school graduate,"Upto to $74,999",Excellent,Daily,1,Purple – Very Unhealthy,Maroon – Hazardous
2270,37,Male,Ph.D,"Upto to $74,999",Good,A few times per week,2,Red – Unhealthy,Maroon – Hazardous
2271,36,Male,Bachelor’s degree,"$100,000 or more",Excellent,A few times per week,5,No Response,No Response
2272,26,Male,Bachelor’s degree,"Upto to $99,999",Good,Once per week,4,Red – Unhealthy,Red – Unhealthy
2273,34,Male,Master’s degree,"Upto to $74,999",Good,A few times per week,3,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2274,30,Male,Bachelor’s degree,"$100,000 or more",Good,No Response,6,Red – Unhealthy,Red – Unhealthy
2275,33,Female,College,"Upto to $49,999",Fair,Daily,2,Maroon – Hazardous,Maroon – Hazardous
2276,36,Female,College,"Upto to $49,999",Good,No Response,1,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2277,30,Male,College,"$100,000 or more",Good,Daily,2,No Response,No Response
2278,33,Male,Bachelor’s degree,"Upto to $74,999",Good,A few times per week,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2279,28,Male,Ph.D,"Upto to $49,999",Excellent,No Response,3,No Response,Red – Unhealthy
2280,29,Male,Associates degree,"Upto to $74,999",Excellent,A few times per week,2,No Response,Purple – Very Unhealthy
2281,55,Female,Master’s degree,"$100,000 or more",Excellent,A few times per week,2,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2282,30,Male,Associates degree,No Response,Good,A few times per week,2,Red – Unhealthy,Red – Unhealthy
2283,34,Female,Bachelor’s degree,"$100,000 or more",Excellent,A few times per week,4,Yellow – Moderate,Red – Unhealthy
2284,28,Female,Bachelor’s degree,"Upto to $74,999",0000,No Response,4,Orange – Unhealthy for Sensitive Groups,Red – Unhealthy
2285,27,Male,Bachelor’s degree,"Upto to $49,999",Good,Once per week,1,Not familiar,Not familiar
2286,27,Male,Bachelor’s degree,"Upto to $49,999",Good,A few times per week,6,Not familiar,Not familiar
2287,25,Male,Master’s degree,"$25,000 or less",Good,Daily,3,No Response,Red – Unhealthy
2288,58,Male,College,"Upto to $99,999",Excellent,Daily,1,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2289,28,Female,Bachelor’s degree,"Upto to $99,999",Good,A few times per week,1,Not familiar,Not familiar
2290,46,Female,College,"Upto to $49,999",Good,Once per week,1,Not familiar,Not familiar
2291,48,Male,Ph.D,"$100,000 or more",Good,Daily,2,Yellow – Moderate,Green – Good
2292,33,Male,High school graduate,"Upto to $74,999",Good,A few times per week,1,Purple – Very Unhealthy,Maroon – Hazardous
2293,62,Male,Bachelor’s degree,"Upto to $99,999",Excellent,A few times per week,1,No Response,No Response
2294,70,Female,Master’s degree,"Upto to $49,999",Good,No Response,6,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2295,74,Female,College,"Upto to $99,999",Fair,Daily,2,Purple – Very Unhealthy,Maroon – Hazardous
2296,28,Male,Bachelor’s degree,"$25,000 or less",Poor,Daily,6,No Response,No Response
2297,47,Male,College,"Upto to $74,999",Good,Once per week,4,Purple – Very Unhealthy,Maroon – Hazardous
2298,38,Male,Master’s degree,"Upto to $74,999",Good,A few times per week,5,Orange – Unhealthy for Sensitive Groups,Orange – Unhealthy for Sensitive Groups
2299,38,Female,Bachelor’s degree,"Upto to $74,999",Excellent,Once per week,1,Not familiar,Not familiar
2300,20,Male,College,"Upto to $74,999",Excellent,Daily,3,Yellow – Moderate,Orange – Unhealthy for Sensitive Groups
2301,51,Male,Master’s degree,"Upto to $99,999",Good,A few times per week,2,Not familiar,Not familiar
2302,46,Male,No Response,"Upto to $99,999",Good,Daily,2,No Response,Orange – Unhealthy for Sensitive Groups
